"id","V1_lifestyle","V2_country","V3_plants","V4_myself","V5_people","V6_animals","V7_health","V8_children","V9_marine","V10_myfuture","V11_generation","V12_birds","B1_condition","B2_worry","B3_proof","B4_impact","B5_future","B6_diference","B7_humanaction","B8_negative","B9_mypart","T1_public","T1covid_public","E1_lights","E1covid_lights","W1_shower","W1covid_shower","F1_meat","F1covid_meat","G1_waste","G1covid_waste","P1_test","P1covid_test","T2_foot","T2covid_foot","E2_heat","E2covid_heat","W2_machine","W2covid_machine","F2_eggs","F2covid_eggs","G2_sort","G2covid_sort","P2_local","P2covid_local","T3_flight","T3covid_flight","E3_tv","E3covid_tv","W3_tap","W3covid_tap","F3_fish","F3covid_fish","G3_disposable","G3covid_disposable","T4_noplain","T4covid_noplain","E4_household","E4covid_household","F4_vegetable","F4covid_vegetable","G4_leftover","G4covid_leftover","CU1_techno","CG1_objectives","IR1_critic","LK1_confusion","T1_unnecessary","CU2_impotent","CG2_time","IR2_disappointment","LK2_understand","T2_sacrifice","CU3_distant","CG3_like","IR3_friends","LK3_begin","T3_effort","CU4_area","CG4_habit","IR4_shame","LK4_government","T4_difference","CU5_trivial","CG5_work","T5_industry","T6_government","behavior","Difficulty","age","sex","language","nationality","local","edu","parentI","parentII","activism"
"39130",5,5,5,5,5,5,5,6,5,5,6,5,4,4,5,4,4,4,4,3,4,2,2,4,4,4,4,4,4,4,4,3,3,5,5,5,5,5,5,4,4,5,5,4,4,4,4,2,2,4,4,4,4,4,4,5,5,4,4,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1,4,1,2,1,1,4,1,1,3,1,1,1,1,"reducing water use (e.g., taking shorter showers, repairing leaks)","Low",44,"female","ptpt","pt","Lisboa","Master","4° Grade","4° Grade","no"
"39845",4,5,7,5,5,7,6,6,7,7,7,7,5,5,5,4,5,3,5,5,4,3,4,4,4,4,4,4,4,3,3,3,3,4,4,5,5,5,5,3,3,2,2,3,4,2,2,5,5,2,2,1,1,5,4,3,3,3,3,4,3,3,3,1,3,1,2,2,1,4,1,2,1,1,2,6,2,2,2,4,1,2,3,1,2,2,4,"recycling all items permitted by local programs","Low",58,"female","ptbr","br","Porto","Bachelor","9° Grade","High School","no"
"39867",6,4,7,7,4,7,7,4,7,7,4,7,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,4,4,3,3,4,4,2,2,5,5,3,3,5,5,3,3,2,2,5,5,4,4,2,2,4,4,4,4,3,3,3,3,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,3,3,"eating less meat","High",44,"female","ptpt","pt","Santarém","Bachelor","7° Grade","7° Grade","yes"
"39878",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,3,5,5,4,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,3,3,5,4,5,5,1,2,1,1,1,1,5,1,3,1,1,1,1,4,1,1,4,1,7,1,1,1,1,5,"taking public transport, cycling, or walking rather than driving","High",51,"female","ptpt","pt","Lisboa","Bachelor","4° Grade","4° Grade","yes"
"39961",5,6,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,4,5,5,5,2,4,4,4,4,4,3,3,3,3,4,4,2,4,3,3,5,5,2,2,1,1,4,4,2,2,4,4,5,5,2,2,4,3,3,3,3,3,4,4,5,5,1,2,4,1,1,1,3,2,1,1,1,1,1,2,1,1,2,1,3,3,1,1,1,3,"making more eco-friendly purchases","High",32,"female","ptpt","pt","Porto","Bachelor","High School","Bachelor","no"
"39994",5,7,4,5,7,7,5,7,7,4,7,7,4,5,5,5,5,3,5,5,5,4,4,4,4,3,3,2,2,3,3,4,4,4,4,5,4,4,4,1,1,4,4,4,3,5,5,5,5,5,5,2,2,2,2,5,5,1,1,4,4,5,5,2,2,5,3,1,1,5,1,6,1,1,5,1,7,1,1,5,1,5,2,1,4,1,5,"eating less meat","High",20,"female","ptpt","pt","Aveiro","High School","9° Grade","7° Grade","no"
"4",3,6,7,5,7,7,6,7,7,6,7,7,5,5,5,5,5,4,4,5,5,4,4,4,4,3,3,3,3,4,4,3,3,3,3,5,5,5,5,2,2,5,5,4,4,3,3,5,5,5,5,3,3,4,4,3,3,3,3,5,5,5,5,2,2,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,3,1,2,1,1,2,"eating less meat","High",44,"female","ptpt","pt","Lisboa","Bachelor","High School","High School","yes"
"40022",5,5,5,6,6,5,6,7,6,5,7,6,4,5,4,5,5,4,4,5,4,2,3,5,5,5,5,3,3,2,2,2,2,1,1,5,5,4,4,4,4,5,5,4,4,5,5,5,5,4,4,2,2,3,3,5,5,3,3,4,4,5,5,2,2,1,2,1,1,2,1,1,1,1,1,5,2,2,2,2,1,2,2,1,1,1,4,"recycling all items permitted by local programs","Low",74,"female","ptpt","pt","Lisboa","High School","4° Grade","4° Grade","no"
"40116",5,5,5,5,5,5,4,3,5,6,6,5,5,4,4,4,4,3,4,4,3,4,4,4,4,2,2,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,4,4,4,4,3,3,5,5,4,4,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,6,1,1,1,2,2,"reducing water use (e.g., taking shorter showers, repairing leaks)","Low",23,"other","ptpt","pt","Porto","Bachelor","Master","9° Grade","yes"
"40120",5,4,6,5,7,7,6,6,6,7,7,6,5,5,5,5,5,5,5,5,5,2,4,5,5,5,5,5,5,5,5,4,4,4,3,5,5,5,5,3,3,5,5,4,4,4,4,5,5,5,5,3,3,5,5,4,4,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"making more eco-friendly purchases","High",23,"female","ptpt","pt","Porto","Master","High School","Master","no"
"40131",5,5,6,5,5,6,6,6,6,6,6,6,4,3,4,4,4,4,4,3,4,3,3,5,5,4,4,3,3,5,5,4,4,2,2,4,4,5,5,2,2,5,5,3,3,5,5,5,5,5,5,4,4,4,3,4,4,5,5,4,4,5,5,3,5,3,3,3,3,5,2,3,4,3,2,2,5,4,3,5,2,5,5,3,5,3,5,"making more eco-friendly purchases","High",22,"female","ptpt","pt","Braga","Bachelor","9° Grade","7° Grade","no"
"40152",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,4,5,5,5,2,4,5,5,3,3,1,1,3,3,4,4,4,4,5,5,5,5,1,1,5,5,4,4,5,5,5,5,5,5,1,1,2,2,5,5,5,5,2,2,5,5,1,3,1,1,1,1,1,1,3,1,1,5,1,2,1,1,7,1,5,1,1,2,1,4,"eating less meat","High",18,"male","ptpt","pt","Viseu","High School","4° Grade","7° Grade","no"
"40177",7,4,7,7,7,7,7,5,7,4,7,7,5,5,5,5,5,4,5,5,5,3,3,5,3,3,4,4,4,5,5,4,4,4,4,5,5,5,5,2,3,5,5,2,2,4,4,4,4,3,3,3,3,4,4,4,4,4,4,5,5,5,5,2,4,4,3,2,1,4,2,4,1,1,2,1,3,1,1,3,4,7,7,1,1,1,2,"making more eco-friendly purchases","High",23,"female","ptpt","pt","Madeira","Bachelor","Master","Master","no"
"40486",7,7,7,7,7,7,7,7,7,7,7,7,4,4,3,4,5,5,4,4,5,5,5,5,5,4,4,3,3,5,5,5,5,1,1,3,3,5,5,2,2,5,5,5,5,1,1,5,5,5,5,3,3,3,5,4,4,5,5,5,5,4,4,2,3,1,1,3,1,4,1,2,1,1,4,1,5,1,1,3,1,1,4,1,1,1,1,"eating less meat","High",27,"male","ptpt","br","Porto","Master","PhD","PhD","yes"
"40509",4,5,6,5,6,6,5,6,6,6,6,6,5,5,5,5,5,5,4,5,4,5,5,5,5,3,3,2,2,4,4,3,3,3,3,4,4,5,5,2,2,3,3,3,3,4,4,5,5,4,4,2,2,3,2,4,4,3,3,4,3,5,5,1,2,1,1,2,1,1,1,3,1,2,2,1,4,1,1,4,1,5,3,2,2,2,4,"recycling all items permitted by local programs","Low",21,"female","ptpt","pt","Aveiro","Bachelor","High School","7° Grade","no"
"40606",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,3,4,5,4,5,5,5,5,4,4,5,4,5,4,4,3,5,3,5,4,5,5,5,2,5,4,5,2,5,5,5,3,5,5,5,2,5,3,5,5,5,5,5,2,5,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,"recycling all items permitted by local programs","Low",18,"male","ptpt","pt","Porto","High School","High School","Master","yes"
"40627",6,4,6,6,5,7,6,5,6,6,6,6,5,5,5,5,5,5,5,5,5,2,3,3,3,3,3,3,3,4,4,4,4,2,2,2,2,3,3,2,2,3,3,4,4,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,4,4,4,3,2,3,3,4,2,3,2,2,2,2,2,2,3,3,3,3,3,6,5,2,3,3,4,"making more eco-friendly purchases","High",23,"female","ptpt","pt","Madeira","High School","High School","High School","no"
"40657",4,6,6,7,7,6,7,7,6,7,7,6,5,5,5,5,5,2,5,5,3,4,2,5,5,3,3,2,2,2,2,3,3,4,4,4,4,5,5,1,1,4,3,4,4,4,4,5,5,5,5,2,2,2,2,2,2,4,4,4,4,4,4,2,5,5,4,1,1,6,5,3,1,1,4,6,7,1,1,7,3,7,1,1,2,7,7,"eating less meat","High",19,"male","ptbr","br","Porto","High School","High School","Master","no"
"40692",6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,5,5,5,3,5,5,5,4,4,3,3,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,4,2,2,3,3,5,5,5,5,1,1,1,1,1,1,1,1,2,1,1,2,1,4,1,1,3,1,7,4,1,2,3,5,"eating less meat","High",23,"female","ptpt","pt","Madeira","Master","High School","High School","no"
"40725",6,7,7,5,6,7,7,7,5,6,6,7,4,5,4,5,5,3,4,4,5,3,3,5,5,4,4,1,1,4,4,4,4,4,4,5,5,5,5,3,3,5,5,4,4,5,5,5,5,5,5,3,2,4,4,3,3,5,5,2,5,5,5,5,5,3,7,5,1,4,2,5,4,2,7,1,3,4,4,7,1,6,4,3,7,6,6,"eating less meat","High",20,"female","ptpt","pt","Açores","High School","7° Grade","4° Grade","no"
"40891",5,7,7,6,7,7,7,7,7,6,7,7,5,4,4,4,5,5,4,5,5,2,5,5,5,3,3,2,2,3,3,2,2,1,1,5,5,5,5,1,1,3,3,3,3,1,1,3,3,5,5,1,1,2,1,1,1,5,5,3,3,5,5,2,3,2,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,5,2,1,2,2,1,"recycling all items permitted by local programs","Low",59,"female","ptpt","pt","Porto","High School","9° Grade","Bachelor","no"
"40927",2,6,6,2,6,6,5,6,6,3,7,6,4,4,4,4,4,4,4,4,4,2,2,5,5,4,4,3,3,4,4,3,3,1,1,5,5,5,5,3,3,5,5,4,4,5,5,5,5,5,5,2,2,4,4,4,4,5,5,4,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,3,3,"recycling all items permitted by local programs","Low",67,"female","ptpt","pt","Porto","9° Grade","7° Grade","Bachelor","no"
"40999",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,2,2,3,3,5,5,3,3,4,4,2,2,2,2,4,4,5,5,4,4,5,5,4,4,3,3,1,1,4,4,1,1,3,3,2,2,1,1,3,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"making more eco-friendly purchases","High",66,"female","ptpt","pt","Porto","Bachelor","Bachelor","Bachelor","no"
"41004",2,3,4,4,5,6,6,6,7,6,7,7,5,5,5,5,5,5,5,5,5,2,2,4,4,4,4,5,5,4,4,3,3,3,3,3,3,4,4,3,3,5,5,4,3,1,1,4,4,5,5,1,1,4,4,1,1,4,4,4,4,4,4,1,2,5,1,1,2,1,3,1,1,1,1,4,2,1,1,1,4,7,1,1,1,1,1,"eating less meat","High",56,"male","ptpt","pt","Porto","Bachelor","Bachelor","High School","no"
"41040",7,7,7,7,7,7,7,7,7,7,7,6,4,5,4,4,5,5,5,5,5,3,3,5,5,3,3,2,2,5,5,4,4,2,2,3,3,5,5,3,3,5,5,5,5,3,3,5,5,5,5,2,2,4,4,2,2,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,6,4,1,1,1,1,7,4,1,1,3,7,"recycling all items permitted by local programs","Low",62,"female","ptpt","pt","Porto","Bachelor","Bachelor","Bachelor","no"
"41112",4,5,3,5,7,6,4,6,7,4,6,5,5,5,5,5,5,4,5,5,5,4,3,4,4,4,5,5,5,4,4,5,4,4,4,5,5,5,5,3,3,5,5,4,3,5,5,4,5,5,5,4,4,4,5,4,4,4,4,5,5,5,5,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,2,"making more eco-friendly purchases","High",23,"female","ptpt","pt","Vila Real","High School","High School","9° Grade","no"
"41145",5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,2,1,2,2,5,5,1,1,5,5,5,5,3,2,2,2,2,2,1,1,5,5,5,5,3,3,3,2,5,5,2,2,4,4,5,5,2,6,6,3,1,1,5,3,5,1,1,3,1,3,1,1,4,1,4,1,1,3,3,3,"eating less meat","High",22,"female","ptpt","pt","Porto","Bachelor","High School","9° Grade","yes"
"41222",5,4,4,6,6,5,7,6,6,7,7,3,4,4,3,5,5,5,4,4,5,1,2,5,5,3,4,2,2,1,1,1,1,1,1,5,5,5,5,2,2,5,5,1,1,3,2,4,2,5,5,1,1,2,2,3,3,1,1,3,2,5,5,6,2,1,1,3,4,2,1,1,3,3,5,1,4,1,1,6,1,7,5,3,6,6,7,"eating less meat","High",22,"female","ptpt","pt","Lisboa","Bachelor","High School","High School","no"
"41421",5,7,7,5,6,6,6,7,7,5,6,5,5,5,5,5,5,4,5,5,5,4,4,5,5,4,4,3,3,4,4,3,3,4,4,3,3,5,5,3,3,5,5,4,3,4,4,3,3,5,5,3,3,4,4,2,2,4,4,4,4,3,3,1,3,1,1,1,1,6,2,6,2,1,4,1,4,1,1,5,2,3,3,2,4,3,5,"eating less meat","High",41,"female","ptpt","pt","Porto","PhD","Bachelor","Bachelor","no"
"41430",5,5,7,5,5,7,5,5,7,6,7,7,5,5,5,5,5,5,5,5,5,2,2,4,4,4,3,4,3,4,4,3,3,4,3,5,5,5,5,3,2,5,5,2,2,1,1,4,5,5,5,2,1,4,4,3,3,4,4,5,3,5,5,1,1,3,1,1,1,5,1,7,1,1,1,1,6,1,1,2,1,1,2,1,1,1,1,"making more eco-friendly purchases","High",20,"female","ptpt","pt","Porto","High School","Bachelor","PhD","no"
"41450",7,7,7,7,7,7,7,7,7,7,7,7,3,5,4,5,5,4,5,5,5,5,5,4,4,5,5,4,4,4,4,3,3,3,3,5,5,5,5,4,4,3,2,3,3,5,5,4,4,5,5,3,3,4,4,5,5,4,3,4,3,5,4,1,1,5,1,1,1,2,1,1,1,1,1,1,3,1,1,4,1,2,4,1,1,1,2,"recycling all items permitted by local programs","Low",18,"female","ptpt","pt","Braga","High School","7° Grade","9° Grade","no"
"41556",4,7,7,6,7,7,6,7,7,6,7,7,5,5,5,5,5,2,5,5,3,4,5,5,5,2,2,1,1,3,3,1,1,3,3,3,3,5,5,2,2,1,1,4,4,1,1,5,5,5,5,1,1,3,3,1,1,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,7,1,1,1,6,7,"recycling all items permitted by local programs","Low",18,"female","ptpt","pt","Porto","High School","4° Grade","High School","no"
"41677",5,6,4,6,6,4,6,6,4,7,6,4,5,5,5,5,5,3,5,5,4,2,2,4,4,3,2,4,2,5,3,2,2,1,1,3,2,5,5,3,2,5,5,4,3,3,3,2,2,2,2,1,1,4,3,3,2,3,2,4,3,5,5,1,3,1,1,1,1,2,1,1,1,1,5,1,1,1,1,6,1,3,1,1,1,1,1,"reducing water use (e.g., taking shorter showers, repairing leaks)","Low",61,"male","ptpt","pt","Porto","PhD","Bachelor","Bachelor","yes"
"41980",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,4,2,5,5,4,4,3,3,4,4,4,4,4,4,5,5,5,5,4,4,5,5,3,3,5,5,4,4,5,5,4,4,3,3,5,5,4,4,4,4,5,5,1,1,6,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,3,6,1,3,4,1,"eating less meat","High",18,"female","ptpt","pt","Porto","High School","High School","7° Grade","yes"
"42242",4,5,2,5,6,6,5,6,6,5,7,5,5,5,5,4,5,3,5,4,3,2,3,5,5,4,4,3,4,4,4,2,2,4,4,5,5,5,5,1,3,5,5,4,3,4,3,5,5,4,4,2,2,3,5,4,4,4,4,5,5,5,5,1,2,2,2,2,2,5,4,5,2,1,3,2,3,2,2,3,1,5,3,1,3,3,5,"taking public transport, cycling, or walking rather than driving","High",51,"male","other","other","Lisboa","PhD","Bachelor","Bachelor","no"
"43020",3,6,5,4,7,6,3,7,5,5,7,5,5,5,5,5,5,4,5,5,4,2,4,4,4,3,3,3,2,4,4,3,3,3,3,3,3,5,5,2,2,5,5,3,2,5,5,4,4,3,3,2,2,4,4,5,3,5,5,4,4,5,5,3,3,2,1,2,1,4,1,3,1,1,2,1,3,1,1,2,1,4,2,1,2,4,4,"eating less meat","High",41,"male","ptpt","pt","Porto","PhD","High School","High School","no"
"43039",5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,5,4,4,4,4,4,3,3,4,4,2,2,3,3,3,2,3,3,4,4,5,5,3,3,3,3,2,2,5,5,3,3,4,4,3,3,3,3,4,4,2,2,3,3,3,3,3,3,3,5,4,2,4,3,5,3,3,5,3,5,3,4,6,4,4,5,3,5,4,3,"eating less meat","High",21,"female","ptpt","pt","Porto","Bachelor","Bachelor","7° Grade","no"
"43043",5,4,7,5,4,7,5,3,7,5,2,7,5,5,5,1,5,1,5,5,2,5,5,3,3,1,1,1,1,3,3,2,2,4,4,2,2,5,5,3,3,1,1,2,2,5,4,1,1,3,3,1,1,4,1,3,4,1,1,3,3,5,5,1,4,7,2,1,4,1,1,6,1,1,2,1,4,1,1,4,1,7,1,1,1,1,1,"eating less meat","High",26,"male","ptpt","pt","Porto","High School","High School","9° Grade","no"
"43051",6,6,5,6,5,6,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,3,3,3,3,3,3,3,3,4,4,5,5,3,3,2,2,3,3,2,2,5,5,4,4,3,3,3,3,3,3,4,4,3,3,5,5,4,4,3,5,4,3,4,5,5,3,2,3,2,5,3,3,4,2,2,3,3,3,2,3,"making more eco-friendly purchases","High",46,"female","ptpt","pt","Porto","High School","High School","9° Grade","no"
"43052",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,3,4,4,3,3,4,4,5,5,5,5,2,2,4,4,4,4,2,2,5,5,2,2,2,2,4,4,4,4,5,5,5,5,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,"eating less meat","High",49,"female","ptbr","br","Braga","PhD","4° Grade","Bachelor","no"
"43535",5,7,7,6,7,7,7,7,7,7,7,7,5,5,5,4,5,4,4,4,5,4,4,5,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,5,5,4,4,2,2,5,5,3,3,2,2,4,4,4,3,4,4,4,4,3,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,7,4,2,3,2,2,"recycling all items permitted by local programs","Low",72,"female","ptpt","pt","Lisboa","High School","High School","High School","no"
"43628",7,7,7,7,7,7,5,7,7,6,7,7,5,5,5,5,5,4,5,5,5,2,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,4,4,5,5,4,4,5,3,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,1,2,1,7,7,1,2,4,7,"making more eco-friendly purchases","High",58,"female","other","other","Madeira","Master","PhD","PhD","yes"
"43661",6,5,5,5,6,7,7,6,6,6,7,6,5,5,5,5,5,5,4,4,5,4,4,5,5,4,4,2,2,3,3,4,4,4,4,4,4,5,5,2,2,3,3,4,4,4,4,5,5,5,5,2,2,3,2,2,2,2,2,4,4,5,5,4,3,4,5,4,3,2,2,5,2,2,4,1,4,2,2,3,1,4,3,2,5,5,5,"eating less meat","High",20,"male","ptpt","pt","Lisboa","Bachelor","9° Grade","High School","no"
"43668",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,1,1,5,5,4,4,5,5,5,5,3,3,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,1,1,5,3,1,1,4,1,5,2,1,2,3,6,1,1,2,4,4,6,1,1,4,5,"making more eco-friendly purchases","High",21,"male","ptpt","pt","Aveiro","Bachelor","Bachelor","PhD","yes"
"43677",5,6,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,4,5,5,4,3,4,5,5,4,4,3,2,5,5,4,4,2,3,2,2,5,5,4,3,4,4,3,3,5,5,5,5,5,5,2,2,3,2,2,2,5,5,5,4,5,5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,7,3,1,1,2,7,"taking public transport, cycling, or walking rather than driving","High",21,"male","ptpt","pt","Porto","Bachelor","Bachelor","Bachelor","no"
"43712",5,7,5,5,7,5,6,4,4,5,7,4,4,4,5,5,5,3,5,5,4,5,5,5,5,3,3,3,2,4,4,2,2,5,5,5,5,5,5,1,2,5,5,4,4,1,1,5,5,5,5,1,1,2,2,3,3,2,2,4,4,5,5,4,4,4,2,2,1,5,1,1,1,2,5,1,1,1,1,2,1,7,4,1,3,5,7,"making more eco-friendly purchases","High",32,"female","ptpt","pt","Lisboa","Master","High School","High School","no"
"43713",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,4,5,5,4,5,5,2,2,4,4,4,4,4,4,4,4,5,5,2,2,5,5,5,5,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,3,3,5,5,5,5,5,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,"making more eco-friendly purchases","High",46,"female","ptpt","pt","Aveiro","Master","4° Grade","4° Grade","no"
"43720",4,4,4,4,6,5,6,6,6,6,7,6,5,5,5,5,5,5,5,4,5,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,2,2,5,5,4,4,3,3,5,5,5,5,2,2,3,3,3,3,5,5,5,5,4,4,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,4,5,2,2,1,2,"making more eco-friendly purchases","High",NA,"female","ptpt","pt","Aveiro","PhD","4° Grade","4° Grade","no"
"43743",4,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,1,1,5,5,4,4,2,2,5,5,5,5,1,1,1,1,5,5,2,2,5,5,4,4,5,5,5,5,5,5,2,2,5,5,5,5,5,5,4,4,5,5,1,3,5,3,1,1,2,5,4,1,1,4,1,4,1,1,5,1,1,7,1,3,1,1,"eating less meat","High",37,"female","ptpt","pt","Porto","High School","4° Grade","4° Grade","yes"
"43753",2,2,7,2,6,7,7,7,7,7,7,7,5,5,4,5,5,4,4,5,5,1,1,5,5,4,4,4,4,4,4,2,2,1,1,3,3,5,5,1,1,5,5,4,4,4,4,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,3,3,"recycling all items permitted by local programs","Low",45,"female","ptpt","pt","Braga","Bachelor","7° Grade","7° Grade","no"
"43843",6,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,4,5,5,4,2,2,5,5,4,4,5,5,5,5,5,5,4,2,5,4,5,5,3,3,5,5,4,3,4,4,5,5,5,5,4,4,3,4,4,4,5,5,3,2,5,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,6,2,1,1,3,6,"taking public transport, cycling, or walking rather than driving","High",38,"female","ptbr","br","Braga","Master","Bachelor","7° Grade","no"
"43863",6,6,5,6,6,6,6,7,6,6,7,5,5,5,5,5,5,4,5,5,4,3,1,5,5,5,5,4,4,4,4,3,3,3,3,5,5,5,5,2,2,5,5,4,4,5,5,5,5,5,5,3,3,3,3,4,4,4,4,5,5,5,5,1,5,1,1,1,1,7,1,1,1,1,1,1,1,1,1,3,1,5,1,1,7,1,6,"taking public transport, cycling, or walking rather than driving","High",41,"female","ptpt","pt","Porto","Bachelor","4° Grade","7° Grade","no"
"43868",4,7,7,7,7,7,7,7,7,7,7,7,5,5,5,4,5,5,5,5,5,3,3,5,5,4,4,4,4,3,3,3,3,2,2,4,4,4,4,1,1,5,5,3,3,5,5,5,5,5,5,2,2,3,4,3,3,1,1,3,3,3,3,1,3,1,1,3,1,4,1,1,1,1,2,1,1,1,1,3,1,6,5,1,2,2,6,"taking public transport, cycling, or walking rather than driving","High",28,"female","ptpt","pt","Coimbra","Master","High School","Bachelor","no"
"43869",2,5,6,5,7,6,6,6,6,7,7,6,5,5,5,5,5,2,5,5,2,3,4,5,5,3,3,2,2,3,3,3,3,4,4,4,4,4,4,4,4,3,3,2,2,5,5,5,5,5,5,2,2,3,4,2,2,1,1,3,3,5,5,2,2,1,1,1,3,1,1,1,1,1,1,1,5,1,1,4,1,7,1,1,1,7,7,"recycling all items permitted by local programs","Low",22,"female","ptpt","pt","Bragança","Bachelor","Bachelor","Bachelor","no"
"43898",6,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,4,5,5,4,4,4,4,4,5,5,3,4,3,3,3,3,2,3,5,4,5,5,2,2,4,3,1,1,5,5,3,1,5,5,2,2,3,3,1,1,1,1,3,3,4,4,2,4,3,1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,4,3,1,3,5,2,"eating less meat","High",22,"female","ptpt","pt","Leiria","Bachelor","High School","High School","no"
"43919",3,7,7,7,7,7,5,7,7,6,7,5,5,5,4,5,5,4,5,5,5,4,3,5,5,2,1,3,2,5,5,4,4,3,4,4,4,4,3,3,2,5,5,4,3,5,5,2,4,5,5,3,3,5,3,1,1,4,4,2,4,5,3,2,2,6,2,3,1,3,6,3,1,1,3,2,4,1,1,3,2,6,1,1,2,1,6,"reducing water use (e.g., taking shorter showers, repairing leaks)","Low",40,"female","ptpt","pt","Porto","High School","High School","High School","yes"
"43941",7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,3,"making more eco-friendly purchases","High",57,"female","ptpt","pt","Coimbra","PhD","High School","High School","yes"
"43942",7,7,7,7,7,7,5,7,7,7,7,7,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,3,3,4,4,4,4,2,2,3,3,5,5,3,3,5,5,4,4,3,1,5,5,5,5,2,2,4,4,4,4,2,2,4,4,3,3,1,1,3,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,"eating less meat","High",37,"female","ptpt","pt","Porto","Bachelor","High School","High School","yes"
